ID,material,sp_group_symbol,sp_group_number,nelements,z_max,a,b,c,alpha,beta,gamma,Nsites,hform,magnetization,stability-class,magnetic-class
mp-974925,NdY3,I4/mmm,139,2,60,5.14499136,5.14499136,10.1943369,90.0,90.0,90.0,8,22.8869731249998,7.411424932095753e-10,0,0
mp-23011,RbClO3,R3m,160,3,37,6.15017412,6.15017412,8.75927577,90.0,90.0,120.0,15,-1145.0334247500004,2.870053251631444e-06,1,0
mp-1215564,ZnCuAu2,P2/m,10,3,79,4.621221,2.964076,9.1306938,90.0,91.73869453,90.0,8,-131.47108000000028,3.103715250460099e-07,1,0
mp-1101251,Tl2Pt,I4/mcm,140,2,81,7.3669,7.3669,5.64684,90.0,90.0,90.0,12,11.6698777777782,3.864114839640967e-06,0,0
mp-1123,HgS,F-43m,216,2,80,5.93932507,5.93932507,5.93932507,90.0,90.0,90.0,8,-379.0096890624999,1.909188040065625e-09,1,0
mp-865022,MnIr3,P6_3/mmc,194,2,77,5.47078553,5.47078553,4.32908318,90.0,90.0,120.0,8,-164.18418823275792,0.0450759425648058,1,1
mp-30604,DyGa,Cmcm,63,2,66,4.32418337,10.81473572,4.04087052,90.0,90.0,90.0,8,-628.7857412500007,0.0049355586715115,1,0
mp-1216959,TiCr,Cmmm,65,2,24,3.069588,4.49626575,4.03823874,90.0,90.0,90.0,4,143.3808883333327,8.263823330104388e-05,0,0
mp-1094295,SrMg5,R32,155,2,38,5.79056225,5.79056225,17.26533628,90.0,90.0,120.0,18,70.0593338888889,9.066591745440586e-06,0,0
mp-1187359,TbOsO3,Pm-3m,221,3,76,3.963612,3.963612,3.963612,90.0,90.0,90.0,5,-1881.64873725,0.0002768799877379,1,0
mp-1101127,Ti2CdO6,P1,1,3,48,5.73441018,6.1647932,7.06144818,87.95825248,85.05862463,89.417399,18,-2103.822952685184,3.461006120251477e-06,1,0
mp-11571,YSn3,Pm-3m,221,2,50,4.70032975,4.70032975,4.70032975,90.0,90.0,90.0,4,-433.8189304166668,4.814875079738295e-09,1,0
mp-2229060,Mg(WO3)4,P1,1,3,74,5.24229214,5.49513536,7.610068630000001,89.42457262,89.82095187,89.96408312999999,17,-2240.4377191176472,0.0091239977466044,1,1
mp-4364,NbGaCo2,Fm-3m,225,3,41,5.93940456,5.93940456,5.93940456,90.0,90.0,90.0,16,-323.16553687500084,0.0381916300244821,1,1
mp-1228340,Ba2NF,Fm-3m,225,3,56,6.911508,6.911508,6.911508,90.0,90.0,90.0,16,-1606.748504375,4.240426994253158e-08,1,0
mp-1215365,Zr5AlNi4,P-4n2,118,3,40,7.240267,7.240267,6.612551,90.0,90.0,90.0,20,-422.3273664999993,1.371308915700415e-05,1,0
mp-1455,MnS2,Pa-3,205,2,25,5.523154,5.523154,5.523154,90.0,90.0,90.0,12,-778.8864638936784,0.0238357913474447,1,1
mp-1187610,TmMg3,Fm-3m,225,2,69,7.24064436,7.24064436,7.24064436,90.0,90.0,90.0,16,-44.7867391666667,4.214910261337515e-09,1,0
mp-10351,Tm3GaC,Pm-3m,221,3,69,5.225463,5.225463,5.225463,90.0,90.0,90.0,5,1189.176031000001,7.527139250191674e-06,0,0
mp-1183266,AcPr3,P6_3/mmc,194,2,89,7.70818978,7.70818978,6.07214085,90.0,90.0,120.0,8,45.2627781250001,3.8278459346428923e-07,0,0
mp-481,ScPt3,Pm-3m,221,2,78,3.98423648,3.98423648,3.98423648,90.0,90.0,90.0,4,-1039.9664712499996,2.403301542360972e-07,1,0
mp-1096618,Ta2VIr,Immm,71,3,77,8.937368,10.914116,15.23307,90.0,90.0,90.0,8,4172.72548,0.0022602590088632,0,0
mp-1120762,Cd2S,P3m1,156,2,48,3.96267005,3.96267005,5.809192,90.0,90.0,120.0,3,-366.804444375,1.4810293702229775e-06,1,0
mp-31142,YbBiAu,F-43m,216,3,83,7.08813,7.08813,7.08813,90.0,90.0,90.0,12,-301.9908966666668,6.660696762942145e-07,1,0
mp-213,CaPd,Pm-3m,221,2,46,3.50568548,3.50568548,3.50568548,90.0,90.0,90.0,2,-675.1028799999995,4.642064238675406e-09,1,0
mp-10181,LiSiNi2,Fm-3m,225,3,28,5.48431615,5.48431615,5.48431615,90.0,90.0,90.0,16,-487.0650333333328,2.982618153194825e-07,1,0
mp-1215955,YAlCo4,P-6m2,187,3,39,5.04585868,5.045858680000001,3.871326,90.0,90.0,120.0,6,-251.0651194444442,0.0521658925421619,1,1
mp-1206208,LaBrO2,P2_1/m,11,3,57,5.256681,4.483665,6.88140903,90.0,106.59652028,90.0,8,-2353.814524375,1.6727522204229433e-08,1,0
MMD-1531,CuNi3,Cmmm,65,2,29,2.7904249,3.97430899,7.93488587,90.0,90.0,90.0,8,96.4,0.033,0,1
mp-865728,Ti2ReNi,Fm-3m,225,3,75,6.11162958,6.11162958,6.11162958,90.0,90.0,90.0,16,-427.7604179166658,0.0140662268956996,1,1
mp-1219900,Pr2UP3,Immm,71,3,92,4.12277846,5.874212,12.50533644,90.0,90.0,90.0,12,-1319.3972883333345,0.0168923818096889,1,1
mp-454,NaGa4,I4/mmm,139,2,31,4.19325671,4.19325671,11.12723439,90.0,90.0,90.0,10,-142.6072033103445,1.206207060747147e-07,1,0
mp-1246735,Sr2CoN2,I4/mmm,139,3,38,3.83286069,3.83286069,12.66462447,90.0,90.0,90.0,10,-640.261317666667,0.0322072399213805,1,1
mp-1180746,KMnF3,I4/mcm,140,3,25,5.908578,5.908578,8.366264,90.0,90.0,90.0,20,-3019.6071406862084,0.068475065181774,1,1
mp-2288,PuSe,Fm-3m,225,2,94,5.88498655,5.88498655,5.88498655,90.0,90.0,90.0,8,-1796.4505611718753,0.114211057178344,1,1
mp-753167,Fe2O3F,Pmn2_1,31,3,26,4.68685501,2.999821,9.40899204,90.0,90.00843297,90.0,12,-1658.6867481249997,0.1360700804764354,1,1
mp-865092,MgGaNi2,Fm-3m,225,3,31,5.8462202,5.8462202,5.8462202,90.0,90.0,90.0,16,-335.9793743750003,2.3221617809299853e-07,1,0
mp-1094274,SrMg,C2/m,12,2,38,13.20525792,3.90372064,6.13896999,90.0,111.49323432,90.0,8,-28.4850433333332,6.792204715421571e-10,1,0
mp-2647135,Cd,Im-3m,229,1,48,3.568644,3.568644,3.568644,90.0,90.0,90.0,2,65.30915999999989,4.400685355618193e-09,0,0
mp-1228166,Ba4(NbSe4)3,P2/m,10,3,56,6.026881,6.893877,12.707259640000002,90.0,90.18416188,90.0,19,-1471.6516662171057,0.0002255949070683,1,0
mp-1101823,Cd(N2O3)2,Pm-3,200,3,48,6.019405,6.019405,6.019405,90.0,90.0,90.0,11,583.761600681818,5.850918041250465e-05,0,0
mp-1187724,U3Pt,Fm-3m,225,2,92,6.74618674,6.74618674,6.74618674,90.0,90.0,90.0,16,-227.9631799999997,0.0002445304749121,1,0
mp-978517,SmCdPd2,Fm-3m,225,3,62,6.82422286,6.82422286,6.82422286,90.0,90.0,90.0,16,-677.0917762499993,3.775910070834128e-08,1,0
mp-1222763,LaSmB12,P4/mmm,123,3,62,4.135444,4.135444,8.2745,90.0,90.0,90.0,14,-506.9319692857144,6.502736860251302e-06,1,0
mp-1226271,CrFe3Sb4,P-3m1,164,3,51,3.99011839,3.99011839,10.404042,90.0,90.0,120.0,8,-46.7261862499999,0.0369416571726869,1,1
mp-1101341,SrCaI4,Cmmm,65,3,53,10.796576,10.800376,4.787731,90.0,90.0,90.0,12,-1928.598919444445,3.429441443139654e-06,1,0
mp-1232139,HoMgS3,C2/m,12,3,67,7.079474,12.00242,6.64903896,90.0,116.58699419,90.0,20,-1516.1369058750006,2.3221035088772427e-05,1,0
mp-555908,CoF2,P4_2/mnm,136,2,27,4.64351941,4.64351941,3.19916469,90.0,90.0,90.0,6,-2351.6336533333338,0.0869801454157676,1,1
mp-754293,Co3(OF2)2,P2_1,4,3,27,5.659017,4.582993,7.73275339,90.0,92.13430149,90.0,18,-1826.2257630555548,0.0898024651989675,1,1
mp-1068795,NiNF3,Pm-3m,221,3,28,3.928837,3.928837,3.928837,90.0,90.0,90.0,5,-93.3940204999999,0.0343988218617579,1,1
mp-1186098,NaAl3,Pm-3m,221,2,13,4.219656,4.219656,4.219656,90.0,90.0,90.0,4,166.4754733620688,3.736037877958596e-06,0,0
mp-1445388,MgMnO2,P-1,2,3,25,3.032697,8.36774806,8.450593899999998,90.32380606,100.33511984,100.13638656,16,-659.9553657327588,0.0003438075911302,1,0
mp-542245,Yb2PbAu2,P4_2/mnm,136,3,82,8.188579,8.188579,7.3199,90.0,90.0,90.0,20,-826.0064695000004,5.341877062388402e-06,1,0
mp-753314,Eu2SeO2,I4/mmm,139,3,63,3.94872,3.94872,12.6484,90.0,90.0,90.0,10,-2763.7660079687503,0.1217296784100007,1,1
mp-510278,GdTiO3,Pnma,62,3,64,5.411929,5.706203,7.746719,90.0,90.0,90.0,20,-3618.3660549166657,0.1003227296789359,1,1
mp-1273178,YCoO3,P-1,2,3,39,5.27717852,5.70734023,7.53543709,90.06302224,90.33811138,90.64618665,20,-2594.563480083333,0.026434552151939,1,1
mp-1183344,BaSrEu2,Fm-3m,225,3,63,9.314198,9.314198,9.314198,90.0,90.0,90.0,16,46.102400833333,0.073806834558334,0,1
mp-1017509,MgNiH2,P4/mmm,123,3,28,3.324301,3.324301,3.072718,90.0,90.0,90.0,4,-268.8182025000003,6.096028102988229e-07,1,0
mp-1096598,LiTi2Ir,Immm,71,3,77,10.5812,10.654172,15.110672,90.0,90.0,90.0,8,2555.109755,0.0040633180424295,0,0
mp-1186601,PmGd3,Pm-3m,221,2,64,5.19580048,5.19580048,5.19580048,90.0,90.0,90.0,4,22.7761131249994,0.1782370295679191,0,1
mp-752547,Mn3OF5,Pm,6,3,25,6.964567,3.228216,10.9763622,90.0,108.29537667,90.0,18,-2720.458542782568,0.1194947666070284,1,1
mp-1206603,RbCrSe2,R3m,160,3,37,3.85466469,3.85466469,23.23290655,90.0,90.0,120.0,12,-1018.2155080468744,0.0301050476866173,1,1
MMD-1280,Fe3Mo,P6_3/mmc,194,2,42,5.12898472,5.12898472,4.10924388,90.0,90.0,120.0,8,64.4,0.027,0,1
mp-35822,Li4SiO4,P1,1,3,14,5.232395,5.38900197,6.14309879,88.55392019,89.85539632000001,89.65984896,18,-2645.1261370370366,6.62390766368599e-07,1,0
mp-1225133,Fe3CuAs2,P-4m2,115,3,33,3.655603,3.655603,5.9842,90.0,90.0,90.0,6,52.9847316666677,0.0804331591063255,0,1
mp-555064,Cd(CO2)2,P2_1/c,14,3,48,5.906103,5.411884,6.57855035,90.0,122.85079867999998,90.0,14,-1567.4907014285711,1.6303807747695948e-07,1,0
MMD-2168,Zn2FeS3,P3m1,156,3,30,3.82934648,3.82934648,9.45313178,90.0,90.0,120.0,6,-582.8,0.033,1,1
mp-1173656,Na2PrO3,P4/mmm,123,3,59,4.77741,4.77741,4.805632,90.0,90.0,90.0,6,-2215.998870725576,0.0094782213395069,1,1
mp-862431,Sc2AgOs,Fm-3m,225,3,76,6.58580466,6.58580466,6.58580466,90.0,90.0,90.0,16,-377.29238166666687,7.701869321771946e-08,1,0
mp-5887,EuNiGe,P2_1/c,14,3,63,6.11829702,6.17359657,7.52789675,90.0,120.62037844,90.0,12,-592.0215450000003,0.1137377252289331,1,1
mp-1040464,NaOsO3,Pm-3m,221,3,76,3.876674,3.876674,3.876674,90.0,90.0,90.0,5,-1620.0987025603454,5.993375883877999e-05,1,0
mp-1183609,CaEuTl2,Fm-3m,225,3,81,7.83276378,7.83276378,7.83276378,90.0,90.0,90.0,16,-450.6508066666672,0.0582249814088118,1,1
MMD-1913,CoGeN2,Pna2_1,33,3,32,5.44536243,6.44573406,5.20193441,90.0,90.0,90.0,16,210.4,0.066,0,1
mp-1106110,Eu2S3,Pnma,62,2,63,4.082933,7.405822,15.264763,90.0,90.0,90.0,20,-1925.451213375,0.104054200098803,1,1
mp-754149,GdOF,P4/nmm,129,3,64,3.93562,3.93562,5.668008,90.0,90.0,90.0,6,-4104.939840416666,0.1594853496605927,1,1
mp-2225378,Mg(TiS2)2,C2/m,12,3,22,6.12199329,3.5341614,18.07579609,90.0,97.21625264,90.0,14,-1577.1116670238102,0.0102725003558649,1,1
mp-1080122,Bi2O3,P4_2/mcm,132,2,83,5.510477,5.510477,5.71708,90.0,90.0,90.0,10,-1517.21205025,6.463089937685941e-07,1,0
mp-2365577,LiNiS2,P-3m1,164,3,28,5.7831577,3.42731155,5.93545795,90.0,90.01479430000002,90.0,8,-872.6432686458328,0.0045894206380936,1,0
mp-1375229,SnF3,P-1,2,2,50,4.192246,7.50320316,9.29220052,89.24179776,86.64429164000002,85.79310946,16,-2657.009305625,1.408297561200682e-06,1,0
mp-642653,BaH2O3,Pmc2_1,26,3,56,4.024363,6.146455,6.7733,90.0,90.0,90.0,12,-1430.5449443749997,0.0238714471004008,1,1
mp-1009547,CsRbAs,F-43m,216,3,55,8.54736,8.54736,8.54736,90.0,90.0,90.0,12,-148.5220901436784,0.0064056963556446,1,0
mp-1026666,NaMg14W,P-6m2,187,3,74,6.36223419,6.362234190000001,10.04563937,90.0,90.0,120.0,16,183.0959958405174,6.383646083236971e-07,0,0
mp-1205925,Sm2InAu2,P4/mbm,127,3,79,8.02911356,8.02911356,3.80318969,90.0,90.0,90.0,10,-789.3773290000006,4.323372714919405e-08,1,0
mp-1187500,Tl3Cl,Pm-3m,221,2,81,5.01368,5.01368,5.01368,90.0,90.0,90.0,4,-469.48856500000016,2.549337732973304e-05,1,0
mp-1072327,Sr2GdS3,P4/mmm,123,3,64,4.101489,4.101489,14.054592,90.0,90.0,90.0,6,-2179.279935451389,0.0293874427706332,1,1
mp-24076,Y(HO)3,P6_3/m,176,3,39,6.36311764,6.36311764,3.552614,90.0,90.0,120.0,14,-2230.6818854166663,6.422016900608391e-08,1,0
mp-1223880,HoCo3Ni2,P6/mmm,191,3,67,4.83145616,4.83145616,4.018336,90.0,90.0,120.0,6,-200.1744891666656,0.060337564133297,1,1
mp-1025166,MgAlF5,Immm,71,3,13,3.33703,7.908752,8.381226,90.0,90.0,90.0,14,-3305.675526071429,4.482014886967866e-06,1,0
mp-867874,BeVRu2,Fm-3m,225,3,44,5.7966181,5.7966181,5.7966181,90.0,90.0,90.0,16,-351.39449374999907,1.0268474524565209e-07,1,0
mp-755853,Hg(BiO3)2,P4_2/mnm,136,3,83,5.0004356,5.0004356,10.38698211,90.0,90.0,90.0,18,-1112.463333055555,6.237491317472637e-08,1,0
mp-1179677,Re2Cl5O4,P1,1,3,75,5.59126752,6.36912976,8.52505051,110.03798419,106.35098039,94.11489109,11,-1587.4221150000003,0.0037192714752157,1,0
mp-1221705,Mn3Sb2,P-6m2,187,2,51,4.32063467,4.32063467,5.364943,90.0,90.0,120.0,5,18.3984632413796,0.0846566758556565,0,1
mp-1236924,K3RhF6,P-1,2,3,45,6.64724966,6.6961497,6.76102407,101.65287721,101.98089185,106.01520329,10,-2581.0365034,1.4268895031564726e-06,1,0
mp-989649,CaMoN3,P2/m,10,3,42,4.403808,3.581524,10.17818471,90.0,100.94975627,90.0,10,-766.5671019999991,0.0071684404048915,1,0
mp-19897,Eu2TeO2,I4/mmm,139,3,63,3.9850226,3.9850226,13.5377314,90.0,90.0,90.0,10,-2732.0805148333334,0.1151159292335467,1,1
mp-1210906,Na2MnSb2,P4/mmm,123,3,51,7.170212,7.170212,14.564347,90.0,90.0,90.0,5,969.9004217931038,0.0039998836193058,0,0
mp-1093644,Sc2CdRu,Immm,71,3,48,10.67457,12.313588,17.441414,90.0,90.0,90.0,8,1964.9486875000007,0.000119141711943,0,0
mp-1205564,Er2Ge2Ru,C2/m,12,3,68,10.61654596,4.2523081,10.03605899,90.0,118.09305753,90.0,20,-801.3490060000003,3.31526567900186e-05,1,0
mp-1211777,Li3Nd2Sb3,P4/mmm,123,3,60,3.219424,3.219424,23.476581,90.0,90.0,90.0,8,33.915451874999505,0.0016358537008525,0,0
mp-22276,Mn2InCo,F-43m,216,3,49,6.17404,6.17404,6.17404,90.0,90.0,90.0,16,206.3340547844827,0.1358738364308928,0,1
mp-1099111,CeMg6Al,Amm2,38,3,58,6.606706,11.899048,5.244811,90.0,90.0,90.0,16,52.471223124999895,0.0059807110886598,0,0
mp-1213816,CrAsRu,Pnma,62,3,44,3.987157,6.060452,7.316095,90.0,90.0,90.0,12,-105.7702133333329,0.0637535697569144,1,1
mp-1214179,C4SBr4,Pc,7,3,35,9.03181197,4.4129,13.14982605,90.0,112.55562988,90.0,18,-77.0541597916679,2.6149979486445515e-06,1,0
mp-1187837,YbCe3,P6_3/mmc,194,2,70,7.12951601,7.12951601,5.660503,90.0,90.0,120.0,8,236.65484125,0.0292141395339181,0,1
mp-982881,PmTm3,I4/mmm,139,2,69,5.00473176,5.00473176,9.952125,90.0,90.0,90.0,8,32.0504931250003,1.275703323406967e-07,0,0
mp-1223951,In3SbTe4,I422,97,3,52,8.34023,8.34023,7.213134,90.0,90.0,90.0,16,-311.5277195833332,9.088344639455882e-07,1,0
mp-19225,FeAgO2,R-3m,166,3,47,2.90777953,2.90777953,18.38186172,90.0,90.0,120.0,12,-1222.3406416666664,0.0222883072345268,1,1
mp-1183428,BeGa3,I4/mmm,139,2,31,4.08724,4.08724,7.58137,90.0,90.0,90.0,8,276.1371731250004,2.620749125428756e-05,0,0
mp-999391,NbFe3,I4/mmm,139,2,41,3.571974,3.571974,8.287964,90.0,90.0,90.0,8,29.5797225000011,0.1080749704251503,0,1
mp-1094209,Mg2Sn,Cmcm,63,2,50,3.469276,15.846788,5.148778,90.0,90.0,90.0,12,-93.007715,0.0001133546744191,1,0
mp-760408,LiZnO2,I4_1/amd,141,3,30,4.191106,4.191106,8.571908,90.0,90.0,90.0,16,-1641.3836664583332,0.0265988732429338,1,1
mp-12773,Zr2Al,I4/mcm,140,2,40,6.84688783,6.84688783,5.37703301,90.0,90.0,90.0,12,-317.8442350000002,7.934158400368286e-10,1,0
mp-1022976,Mg6MnV,Amm2,38,3,25,6.239675,10.597872,4.91783,90.0,90.0,90.0,16,265.0638590086203,0.0413420578331436,0,1
mp-21473,Gd(NiP)2,I4/mmm,139,3,64,3.88154408,3.88154408,9.36819332,90.0,90.0,90.0,10,-1014.1274293333324,0.0990219491463008,1,1
mp-9391,TaNi2Te3,P2_1/m,11,3,73,7.82110355,3.72261652,10.43074609,90.0,109.9355531,90.0,12,-570.8784849999992,5.9546180103915665e-09,1,0
mp-1018795,Mg2Sn,P6_3/mmc,194,2,50,5.05841822,5.05841822,6.273907,90.0,90.0,120.0,6,-104.094485,8.264600046785956e-07,1,0
mp-1184683,GeSb3,P6_3/mmc,194,2,51,6.69992975,6.699929750000001,5.287048,90.0,90.0,120.0,8,152.28952,1.223153328567809e-06,0,0
mp-1062988,ThFe2,I4/mmm,139,2,90,3.544466,3.544466,9.20279,90.0,90.0,90.0,6,305.9737066666675,0.0674009665924967,0,1
mp-1071904,PrCu2,Imma,74,2,59,4.31107816,7.27245216,7.41780177,90.0,90.0,90.0,12,-193.00282333333325,1.719958619505891e-09,1,0
mp-1393040,VO2,P6_3/mmc,194,2,23,2.9686503,2.9686503,10.380649,90.0,90.0,120.0,6,-2214.539007500001,0.0257770686710067,1,1
mp-2241510,Mg(MoO3)4,P1,1,3,42,5.19308429,5.27299853,10.07571807,100.55589714,94.61511406,89.77024331000001,17,-1984.382885,0.00739809789942,1,0
mp-1023161,CaMg6Mo,P4/mmm,123,3,42,6.367603,6.367603,4.366998,90.0,90.0,90.0,8,165.65530624999968,5.666251693460629e-06,0,0
MMD-3024,YMnSi,P4/nmm,129,3,39,3.91591211,3.91591211,7.19879669,90.0,90.0,90.0,6,-586.4,0.034,1,1
mp-1189146,Sm3Ni13B2,P6/mmm,191,3,62,5.00559917,5.00559917,10.967887,90.0,90.0,120.0,18,-394.1443735185178,0.0071804778046173,1,0
mp-1078008,CaNi5H,Amm2,38,3,28,5.004012,8.518002,3.94541,90.0,90.0,90.0,14,-114.6545107142864,0.0214198912588243,1,1
mp-2768,Ba2As,I4/mmm,139,2,56,5.107038,5.107038,18.057812,90.0,90.0,90.0,12,-836.0671066666665,3.878288811981205e-06,1,0
mp-1080683,CsEuS2,P6_3/mmc,194,3,63,4.26647406,4.266474060000001,16.02653,90.0,90.0,120.0,8,-1752.335079795259,0.0475019154192811,1,1
mp-1186948,SbPbO3,Pm-3m,221,3,82,4.216556,4.216556,4.216556,90.0,90.0,90.0,5,-1564.53471325,1.01377125910142e-06,1,0
mp-631382,YMgCu,F-43m,216,3,39,6.785668,6.785668,6.785668,90.0,90.0,90.0,12,534.4730811111109,1.1489909997958795e-05,0,0
mp-1099282,Mg6CuNi,Amm2,38,3,29,5.891864,10.2527,4.791971,90.0,90.0,90.0,16,45.8156249999994,7.40315813902999e-06,0,0
mp-1096198,MnBePt2,Immm,71,3,78,8.891008,9.76473,13.014748,90.0,90.0,90.0,8,2043.8541667672412,0.0088393995301464,0,1
mp-1079167,HfGeRh,P-62m,189,3,72,6.57029737,6.5702973700000005,3.91357124,90.0,90.0,120.0,9,-870.2184349999998,6.834997258580025e-10,1,0
mp-702,CeHg,Pm-3m,221,2,80,3.84151864,3.84151864,3.84151864,90.0,90.0,90.0,2,-285.2923,0.0242325027261961,1,1
mp-20353,GdGa,Cmcm,63,2,64,4.25438343,11.07619906,4.14298222,90.0,90.0,90.0,8,-631.126706249999,0.1574785212437742,1,1
mp-1026833,KMg14C,P-6m2,187,3,19,6.44370775,6.443707750000001,10.24340269,90.0,90.0,120.0,16,385.98100496875,4.588177053215705e-08,0,0
mp-1097613,TaVRe2,Immm,71,3,75,9.32615,11.06892,15.925926,90.0,90.0,90.0,8,4561.205327499999,2.5546826119958865e-08,0,0
mp-1246953,NaCdN,Pnma,62,3,48,4.009694,6.169827,7.95496,90.0,90.0,90.0,12,212.2800694827589,1.6064638921200852e-05,0,0
mp-989614,LaReN3,P2_1/c,14,3,75,7.063151,5.374654,11.27883928,90.0,120.8127919,90.0,20,-916.9203799999992,4.3455854237930294e-07,1,0
mp-2275282,HoAsS,P4/nmm,129,3,67,3.812607,3.829227,8.483737,90.0,90.0,90.0,6,-1704.047376041667,3.148794055998975e-08,1,0
mp-1186099,Na3Zn,P6_3/mmc,194,2,30,7.04579374,7.04579374,5.445583,90.0,90.0,120.0,8,67.0592663362068,2.033546957552474e-05,0,0
mp-1185332,LiGa3,I4/mmm,139,2,31,3.97839924,3.97839924,8.14422486,90.0,90.0,90.0,8,-179.4607589583332,5.306273357281026e-07,1,0
mp-1186778,SrYbEu2,Fm-3m,225,3,70,8.966284,8.966284,8.966284,90.0,90.0,90.0,16,36.4158658333328,0.0805273241169136,0,1
MMD-675,Zr2Co13N2,P1,1,3,40,12.04665,4.42,3.9940000000000007,90.074,81.38476,80.39778,17,-204.8,0.097,1,1
mp-623511,Sn,I4/mmm,139,1,50,3.502086,3.502086,4.676684,90.0,90.0,90.0,2,61.4070049999999,2.501636722559362e-05,0,0
mp-673411,GaHO2,P1,1,3,31,5.24559261,5.24559261,6.06586965,113.83574336,113.83574336,93.74873486,16,-1638.03683,1.3176103626466996e-07,1,0
mp-753740,CrO3,Amm2,38,2,24,4.902734,8.39899,3.096917,90.0,90.0,90.0,8,-1455.0252190624997,1.8427775001722228e-06,1,0
mp-21421,Pu2SO2,P-3m1,164,3,94,3.89982841,3.89982841,6.64821478,90.0,90.0,120.0,5,-3124.672536125,0.1142018763830632,1,1
mp-1058159,NaS,Pm-3m,221,2,16,3.400517,3.400517,3.400517,90.0,90.0,90.0,2,-703.1265898383618,0.0002550408745667,1,0
mp-978514,SmTm3,Pm-3m,221,2,69,4.98530758,4.98530758,4.98530758,90.0,90.0,90.0,4,29.38088375,1.967049526009799e-05,0,0
mp-1208898,SmAl3Ni,Pnma,62,3,62,4.07345316,8.15999999,10.70423674,90.0,90.0,90.0,20,-585.6400995000001,1.1523257482143206e-08,1,0
mp-1176549,LiV3O6,P1,1,3,23,4.97170536,5.09240031,5.4996796,62.00246742,63.86417175999999,60.98120644,10,-2484.408835083333,2.9028299256218603e-09,1,0
mp-20771,Eu(ZnGe)2,I4/mmm,139,3,63,4.29846251,4.29846251,10.61036148,90.0,90.0,90.0,10,-399.1415860000004,0.0715473188184825,1,1
mp-1096329,Ag2PdAu,Immm,71,3,79,10.597184,11.164428,15.751292,90.0,90.0,90.0,8,1693.987686666667,0.0008788669665936,0,0
mp-977358,Ho2AgIr,Fm-3m,225,3,77,7.00461,7.00461,7.00461,90.0,90.0,90.0,16,-632.4537291666666,4.014686807774381e-05,1,0
mp-1232380,MnCdTe2,I-42d,122,3,52,6.316602,6.316602,11.942674,90.0,90.0,90.0,16,-290.8785690660922,0.0400221551404699,1,1
mp-675122,Na2UI6,Pn-3m,224,3,92,9.902269,9.902269,9.902269,90.0,90.0,90.0,18,-1249.910640344827,0.0041188537349004,1,0
mp-1225025,FeCoSn,P-6m2,187,3,50,4.05435225,4.05435225,2.960718,90.0,90.0,120.0,3,283.3169466666672,0.0844626881853766,0,1
mp-631619,KCaNi2,Fm-3m,225,3,28,7.043896,7.043896,7.043896,90.0,90.0,90.0,16,637.41251175,0.0071976151859479,0,0
mp-864794,ZnAg3,Pm-3m,221,2,47,4.04131259,4.04131259,4.04131259,90.0,90.0,90.0,4,-28.3403400000001,3.030139788842417e-09,1,0
mp-972876,Sc3Cd,P6_3/mmc,194,2,48,6.38192008,6.38192008,5.23225491,90.0,90.0,120.0,8,-131.30563125,0.0101104764928973,1,1
mp-778044,LiVF4,P-1,2,3,23,5.115417,5.17223822,5.18788144,92.27351509,103.29759683,90.42189269000002,12,-3167.245638055556,0.0299721969575371,1,1
MMD-9,FeCo2N,Amm2,38,3,27,3.80523,3.6777,11.33952,90.0,90.0,90.0,16,40.0,0.115,0,1
mp-1995,PrC2,I4/mmm,139,2,59,3.88151268,3.88151268,6.50889337,90.0,90.0,90.0,6,-102.1650666666668,2.039486427412514e-09,1,0
mp-1068742,SrZrO3,P4mm,99,3,40,4.176861,4.176861,4.274988,90.0,90.0,90.0,5,-3614.668406583333,1.4882916089483625e-06,1,0
mp-1211589,KCaCl3,Pm-3m,221,3,20,5.393523,5.393523,5.393523,90.0,90.0,90.0,5,-2565.2433926,4.1874319691030827e-07,1,0
mp-1209348,Rb5(TmI4)3,P-62m,189,3,69,15.09609049,15.09609049,4.588325,90.0,90.0,120.0,20,-1600.5106278750002,0.0016015822691009,1,0
mp-1096046,TiGaTc2,Immm,71,3,43,9.366318,10.802984,15.28365,90.0,90.0,90.0,8,3001.657569791667,0.0051777773247347,0,0
mp-1226888,CeMnIn,P-6m2,187,3,58,4.92074035,8.52403762,3.33486,90.0,90.0,90.0,6,-31.016710977011,0.0368533522819772,1,1
mp-1245836,CaCuN,P-6m2,187,3,29,4.16686621,4.16686621,3.682582,90.0,90.0,120.0,3,-479.0918850000001,3.030306140379173e-06,1,0
mp-2642,CdAg,Pm-3m,221,2,48,3.3527165,3.3527165,3.3527165,90.0,90.0,90.0,2,-56.9183283333332,2.3880972807822573e-08,1,0
mp-1246533,Mg2PdN2,I4/mmm,139,3,46,3.05763425,3.05763425,12.81247255,90.0,90.0,90.0,10,-447.6760639999995,1.705382697899866e-05,1,0
mp-1934,LiZn,Fd-3m,227,2,30,6.06364529,6.06364529,6.06364529,90.0,90.0,90.0,16,-218.6804666666666,5.38244848838136e-09,1,0
mp-1095983,TaAlRe2,Immm,71,3,75,9.541536,11.595156,16.004156,90.0,90.0,90.0,8,4248.1030575,0.0044648684289446,0,0
mp-1093731,Ti2SnMo,Immm,71,3,50,9.639488,11.220286,15.867834,90.0,90.0,90.0,8,3105.1847145833326,0.0012585454950073,0,0
