ID,material,sp_group_symbol,sp_group_number,nelements,z_max,a,b,c,alpha,beta,gamma,Nsites,hform,magnetization,stability-class,magnetic-class
mp-1097136,Y2TlIn,Immm,71,3,81,12.121534,13.101136,18.223264,90.0,90.0,90.0,8,1972.7903508333327,1.0440361081684403e-06,0,0
mp-776205,Hf2N2O,P2_1/m,11,3,72,4.273118,3.437084,8.67900688,90.0,100.14623135,90.0,10,-2439.6294997500004,1.2867033390110866e-05,1,0
mp-1217887,TaTi,Cmmm,65,2,73,3.26575135,4.5949853,4.68412869,90.0,90.0,90.0,4,60.5979833333325,5.690676944241687e-09,0,0
mp-1183473,BeRu3,I4/mmm,139,2,44,3.611522,3.611522,7.90679,90.0,90.0,90.0,8,91.8687637499999,2.269003279355293e-07,0,0
mp-1095346,EuCdPt,Pnma,62,3,78,4.35246097,7.38814426,8.68030573,90.0,90.0,90.0,12,-753.5773075,0.1008351860342852,1,1
mp-7870,GdO,F-43m,216,2,64,5.392268,5.392268,5.392268,90.0,90.0,90.0,8,-3048.2210343750003,0.1541086393456581,1,1
mp-18957,NaMnO2,C2/m,12,3,25,5.6674971,2.86494068,5.7593774,90.0,113.33070009,90.0,8,-2031.0870336206897,0.093165266451766,1,1
mp-19936,Sc(MnGe)6,P6/mmm,191,3,32,5.10111408,5.10111408,8.12008235,90.0,90.0,120.0,13,-322.3993501989388,0.0683461257690403,1,1
NOVA-368,Fe3Si1,P4/mmm,123,2,26,2.85027,2.85027,5.44937,90.0,90.0,90.0,4,-228.6492,0.119,1,1
mp-1183953,CsKRb2,Fm-3m,225,3,55,11.3872,11.3872,11.3872,90.0,90.0,90.0,16,24.9017910172413,8.036251106239877e-06,0,0
mp-1071458,TiNiH,Cmcm,63,3,28,3.338182,9.49558,3.8405,90.0,90.0,90.0,12,-335.8797094444436,2.543371080309957e-05,1,0
mp-981376,ScSnO3,Pm-3m,221,3,50,4.10743,4.10743,4.10743,90.0,90.0,90.0,5,-2271.44191325,0.0135443579706547,1,1
mp-1221109,Nd4FeSn8,Pmm2,25,3,60,4.50488,4.570852,16.959852,90.0,90.0,90.0,13,-553.1358184615386,0.0056398003250878,1,0
mp-1849,Mn2P,P-62m,189,2,25,6.07701385,6.07701385,3.2383761,90.0,90.0,120.0,9,-513.8717619540232,0.1003172993024611,1,1
mp-665901,Re(TeCl6)2,P-1,2,3,75,6.767877,7.2323824,11.3743467,70.89316612,74.93225479,63.12759556000001,15,-279.8468905555556,0.0065063917062784,1,0
mp-1207325,YbSBr,Pmmm,47,3,70,10.886035,13.595534,19.805232,90.0,90.0,90.0,6,-1032.6558277083334,6.038475876267572e-08,1,0
mp-1190256,Pr5Sb3,P6_3/mcm,193,2,59,9.43612847,9.43612847,6.57707384,90.0,90.0,120.0,16,-1036.2903687500004,0.0033739202334548,1,0
mp-981211,ZnIn3,Cmcm,63,2,49,6.259206,12.665386,5.058867,90.0,90.0,90.0,16,99.3302537499998,4.916181095273053e-06,0,0
mp-1080594,DyInCu,P-62m,189,3,66,7.41937354,7.41937354,3.91611616,90.0,90.0,120.0,9,-413.7586255555558,5.356478008851042e-10,1,0
mp-1295109,Mn2OF4,P2_1,4,3,25,3.03049497,12.34317817,5.28589348,90.0,104.30249217,90.0,14,-2533.423754944582,0.0834785177399332,1,1
mp-1018664,CeO2,P4_2/mnm,136,2,58,5.134657,5.134657,3.63642,90.0,90.0,90.0,6,-3809.9968191666662,0.0001101737247498,1,0
mp-1186361,P3W,Fm-3m,225,2,74,6.069392,6.069392,6.069392,90.0,90.0,90.0,16,492.5854324999994,3.0192143316150426e-05,0,0
mp-1207214,SmSi3Pt,I4mm,107,3,78,4.320298,4.320298,9.595126,90.0,90.0,90.0,10,-729.7589729999999,4.902486717268014e-07,1,0
mp-1208855,Sr2HCl2,P4/mmm,123,3,38,5.761242,5.761242,13.734,90.0,90.0,90.0,5,-896.7672896666667,0.0003865394977277,1,0
mp-8641,W,Fm-3m,225,1,74,3.9919785,3.9919785,3.9919785,90.0,90.0,90.0,4,471.4278400000005,1.8863256287151955e-08,0,0
mp-690112,H(WO3)2,Imm2,44,3,74,5.482012,5.489336,7.724662,90.0,90.0,90.0,18,-1664.360685277778,0.0086035361877743,1,1
mp-1187965,Yb2TlIn,Fm-3m,225,3,81,7.55124538,7.55124538,7.55124538,90.0,90.0,90.0,16,-485.7220633333332,6.502828227618319e-09,1,0
mp-1074573,Mg4Si3,P-1,2,2,14,6.840326,6.86784095,7.206573,107.70815458,84.71504589,117.72283089,14,99.4114635714287,3.546322506616916e-06,0,0
mp-1120768,CsPbI3,Pnma,62,3,82,8.853381,8.930536,12.757759,90.0,90.0,90.0,20,-1280.306226586207,8.446533739309363e-08,1,0
mp-1607,YbCu5,P6/mmm,191,2,70,4.88787494,4.887874940000001,4.0556277,90.0,90.0,120.0,6,-227.0164666666664,3.9326479721888926e-08,1,0
mp-1066583,TlRe,Imma,74,2,81,4.01144,4.7598,8.507966,90.0,90.0,90.0,8,1139.2933533333337,2.2751875965412254e-06,0,0
mp-2486,UC2,I4/mmm,139,2,92,3.54411717,3.54411717,6.01771166,90.0,90.0,90.0,6,-111.1111783333337,0.0356933184912164,1,1
mp-12765,GdC2,I4/mmm,139,2,64,3.72281734,3.72281734,6.26491829,90.0,90.0,90.0,6,-175.7872049999989,0.1616870023491717,1,1
mp-1080595,Gd2CoSi2,C2/m,12,3,64,10.588552,4.144384,10.01375418,90.0,119.52138427,90.0,20,-718.1632149999999,0.1521429582312028,1,1
mp-1147638,CsVC6,Pm-3m,221,3,55,5.299779,5.299779,5.299779,90.0,90.0,90.0,8,897.7781571336205,0.0004436706975027,0,0
mp-2845,SbPt,P6_3/mmc,194,2,78,4.17744266,4.17744266,5.5392039,90.0,90.0,120.0,4,-511.4337725000002,3.5836220617193406e-09,1,0
mp-5385,TbSnPd2,Fm-3m,225,3,65,6.76646422,6.76646422,6.76646422,90.0,90.0,90.0,16,-868.6847887499996,9.038006755033954e-09,1,0
mp-1184389,EuAgHg2,Fm-3m,225,3,80,7.398836,7.398836,7.398836,90.0,90.0,90.0,16,-336.20692416666645,0.0709724324081155,1,1
mp-30658,VGaNi2,Fm-3m,225,3,31,5.796676,5.796676,5.796676,90.0,90.0,90.0,16,-285.06319937500007,1.6203167252025029e-06,1,0
mp-1228691,Al4GaSb5,Imm2,44,3,51,4.409844,6.224914,22.02447,90.0,90.0,90.0,20,-245.6930827499995,5.924661371949621e-07,1,0
MMD-3067,TiMn2Ga,Fm-3m,225,3,31,6.12544664,6.12544664,6.12544664,90.0,90.0,90.0,16,-215.4,0.054,1,1
mp-1389926,CrO3,P2_1,4,2,24,5.00079,5.258912,7.12894308,90.0,90.08623774,90.0,16,-1355.5544053125006,3.3816611011938097e-07,1,0
mp-661707,Li4TeO5,P-1,2,3,52,5.185593,5.25848519,7.952640080000001,103.24222828,108.03866195000002,101.86486348,20,-635.0326888750004,2.0251023323793265e-05,1,0
mp-1023003,KMg6Mn,Amm2,38,3,25,6.769214,11.438273,5.220916,90.0,90.0,90.0,16,322.3316786336205,0.0203020339524579,0,1
mp-1095352,LiEuAs,Pnma,62,3,63,4.44938851,7.45264293,7.9467972,90.0,90.0,90.0,12,-1044.917451111111,0.106256444804731,1,1
mp-1079286,IrC4,P4/mmm,123,2,77,3.438299,3.438299,4.404035,90.0,90.0,90.0,5,1505.0508039999995,0.0159709860743296,0,1
mp-1184562,GeBiO3,Pm-3m,221,3,83,3.94791,3.94791,3.94791,90.0,90.0,90.0,5,-1456.95239025,1.6563712521986634e-05,1,0
mp-973968,KNaO3,Pm-3m,221,3,19,4.439773,4.439773,4.439773,90.0,90.0,90.0,5,-505.1734671603448,0.0457051778642204,1,1
mp-1237948,PmMgSe3,C2/m,12,3,61,7.75797,12.513804,6.83844875,90.0,116.65114905,90.0,20,-1386.2650389062494,5.908793274514572e-07,1,0
mp-1010161,DyAs,Pm-3m,221,2,66,3.576506,3.576506,3.576506,90.0,90.0,90.0,2,-1049.8243875000005,3.901985723819727e-05,1,0
mp-1224902,GdErAl6,P6_3/mmc,194,3,68,6.08910851,6.08910851,9.48202446,90.0,90.0,120.0,16,-429.0951512500003,0.0266468005552928,1,1
mp-1186420,PaFe3,P6_3/mmc,194,2,91,5.30318404,5.30318404,4.866038,90.0,90.0,120.0,8,-5.3203324999984,0.0893056837687267,1,1
mp-639756,DyIn3Cu2,P6/mmm,191,3,66,5.82415641,5.8241564100000005,4.257596,90.0,90.0,120.0,6,-89.411181666667,6.068489645833009e-07,1,0
mp-759035,LiVF5,P4/n,85,3,23,6.781994,6.781994,4.59956,90.0,90.0,90.0,14,-3029.466472261905,0.0094522289714995,1,1
mp-569760,Dy5Pb3,P6_3/mcm,193,2,82,8.99883354,8.99883354,6.62842946,90.0,90.0,120.0,16,-536.20070875,1.3406448240652864e-06,1,0
mp-1246102,ZrInN2,P4/nmm,129,3,49,3.91367,3.91367,8.330794,90.0,90.0,90.0,8,-737.7937075000008,4.804029576221305e-07,1,0
mp-1093739,ZrAgHg2,Immm,71,3,80,11.499642,12.094884,16.818724,90.0,90.0,90.0,8,1621.4093783333335,0.0028661225747662,0,0
mp-11788,YbSmSe3,Cmcm,63,3,70,4.074028,14.435002,9.260563,90.0,90.0,90.0,20,-1907.3731224062508,1.548290144637733e-06,1,0
mp-1216046,YCo4B,P-6m2,187,3,39,4.99234741,4.99234741,3.504561,90.0,90.0,120.0,6,-147.892434305555,0.0549428868473041,1,1
mp-21263,PuSb,Pm-3m,221,2,94,3.79083024,3.79083024,3.79083024,90.0,90.0,90.0,2,-672.3564050000003,0.1047151538929505,1,1
mp-601,PrP,Fm-3m,225,2,59,5.96299249,5.96299249,5.96299249,90.0,90.0,90.0,8,-1510.2732441666672,7.546180601089638e-09,1,0
mp-1184325,EuBeO3,Pm-3m,221,3,63,3.642742,3.642742,3.642742,90.0,90.0,90.0,5,-2572.40793425,0.1034391075911235,1,1
MMD-3113,CrNiP,P-62m,189,3,28,5.78219372,5.78219372,3.55333498,90.0,90.0,120.0,9,-497.6,0.045,1,1
mp-1102652,EuMgSi,Pnma,62,3,63,4.50479,7.59580238,8.37156574,90.0,90.0,90.0,12,-435.2524008333335,0.0977441336461081,1,1
mp-21167,Ni2P,P-62m,189,2,28,5.81965199,5.81965199,3.33582355,90.0,90.0,120.0,9,-477.3408322222213,1.1242553208132368e-08,1,0
mp-983126,HoTmZn2,Fm-3m,225,3,69,7.02414278,7.02414278,7.02414278,90.0,90.0,90.0,16,-353.67528416666613,1.7116743774453532e-06,1,0
mp-9964,Ti3TlN,Pm-3m,221,3,81,4.214039,4.214039,4.214039,90.0,90.0,90.0,5,-826.2167736666669,4.833401327153151e-06,1,0
mp-554663,Mg2SiO4,P-3m1,164,3,14,6.01454272,6.01454272,4.828917,90.0,90.0,120.0,14,-3160.190729285714,7.403421172765523e-08,1,0
mp-571500,Ho(FeB)2,I4/mmm,139,3,67,3.45797491,3.45797491,9.6377478,90.0,90.0,90.0,10,-445.3526956666664,0.0550770200985999,1,1
mp-634105,HBr,Fmmm,69,2,35,3.353776,8.07763,8.5088,90.0,90.0,90.0,8,-250.1157675000001,1.1511956347294812e-05,1,0
mp-642654,SrH2O3,Pmc2_1,26,3,38,3.792734,5.851274,6.575454,90.0,90.0,90.0,12,-1480.3411529861112,0.0274110349720415,1,1
mp-1207157,Ce2In8Ir,P4/mmm,123,3,77,4.75737,4.75737,12.440277,90.0,90.0,90.0,11,-382.5720954545456,0.0054616634162472,1,0
mp-1096800,LaScO3,Pm-3m,221,3,57,4.078908,4.078908,4.078908,90.0,90.0,90.0,5,-3747.24493125,1.7847777061182148e-05,1,0
MMD-1383,Co3B,Pnma,62,2,27,5.15088882,6.61887176,4.40802746,90.0,90.0,90.0,16,-192.5,0.095,1,1
mp-1224732,Fe(RhSe2)2,Cm,8,3,45,3.67351245,6.26576435,6.48655093,115.87166079,106.37639299999998,89.93532315999998,7,-586.6848656249998,0.0177025554508852,1,1
mp-5925,Nd2MgNi2,P4/mbm,127,3,60,7.47742909,7.47742909,3.86694822,90.0,90.0,90.0,10,-299.748804,5.087679230619479e-09,1,0
mp-1228962,Al2Cu2Ni,P4mm,99,3,29,2.958408,2.958408,14.311948,90.0,90.0,90.0,10,-257.3087289999997,1.889658702376788e-06,1,0
mp-1009207,MnSb,Pm-3m,221,2,51,3.366446,3.366446,3.366446,90.0,90.0,90.0,2,202.8280810344824,0.0818698289857268,0,1
mp-1021293,LiLaMg6,Amm2,38,3,57,6.700003,11.654603,5.203115,90.0,90.0,90.0,16,35.250005208333306,2.108864228585926e-05,0,0
mp-22761,CeCuSn,P6_3/mmc,194,3,58,4.55626629,4.55626629,8.02087755,90.0,90.0,120.0,6,-469.10922,0.0145772606809313,1,1
mp-867887,Sm2CuIr,Fm-3m,225,3,77,7.037594,7.037594,7.037594,90.0,90.0,90.0,16,-484.0289250000005,1.3771099343983572e-06,1,0
mp-1223244,La2Al3Ge,P-6m2,187,3,57,4.39757864,4.39757864,8.8761,90.0,90.0,120.0,6,-580.4997725000002,0.0003304944018248,1,0
mp-999142,SnO,P4/nmm,129,2,50,4.631772,4.631772,3.043635,90.0,90.0,90.0,4,-1184.843701875,4.119697845845953e-07,1,0
mp-1245489,MnPtN2,Pna2_1,33,3,78,5.166308,5.572761,6.1544,90.0,90.0,90.0,16,56.7339123922412,0.0222798162573458,0,1
mp-1207582,YbCrO3,Pnma,62,3,70,5.15058305,5.31359499,7.33740009,90.0,90.0,90.0,20,-2817.658663750001,0.0398384973074597,1,1
mp-1247049,KSrN,R3m,160,3,38,7.06419091,4.07783019,7.12538688,90.0,109.4675819,90.0,6,-136.74146822222193,0.0006714319545995,1,0
mp-1187847,YEr3,P6_3/mmc,194,2,68,7.22075034,7.22075034,5.55537996,90.0,90.0,120.0,8,9.8011133333333,5.0629855613094214e-08,0,0
mp-1421344,Zn(WN)2,P-4m2,115,3,74,3.261492,3.261492,7.142467,90.0,90.0,90.0,5,284.501908,0.0014281429336459,0,0
mp-1227014,Cd2Ga2Se5,P2_1,4,3,48,7.223943,6.740637,10.85031011,90.0,109.18542279,90.0,18,-874.0799507465281,4.746087487425527e-06,1,0
mp-22211,V3Sn,P6_3/mmc,194,2,50,5.60094083,5.60094083,4.48983984,90.0,90.0,120.0,8,-25.3177725000002,1.7871984989612693e-07,1,0
mp-858693,RbTaO3,P-1,2,3,73,5.17377956,8.57985233,9.111957,114.19379094,93.74137272999998,94.58254888,20,-649.4338217500001,0.0008523523244679,1,0
mp-1184317,Gd2Mg2O5,P4/mmm,123,3,64,3.899529,3.899529,7.303567,90.0,90.0,90.0,9,-3189.8479126388884,0.12595516040371,1,1
mp-20130,Pu3Al,P4/mmm,123,2,94,4.445935,4.445935,4.286206,90.0,90.0,90.0,4,271.4865549999992,0.1232880708873535,0,1
mp-20908,Ce(BC)2,P4/mbm,127,3,58,5.3753164,5.3753164,3.80378545,90.0,90.0,90.0,10,-432.9550936666663,0.0173814635148786,1,1
mp-1183964,CsPm,R-3m,166,2,61,3.88729995,3.88729995,23.08517657,90.0,90.0,120.0,6,663.5684972844831,2.9168199733570767e-05,0,0
mp-1102763,LaZnPd,Pnma,62,3,57,4.442434,7.271588,8.212317,90.0,90.0,90.0,12,-713.381960833333,0.0002558851445012,1,0
mp-631547,In2ReB,Fm-3m,225,3,75,6.562562,6.562562,6.562562,90.0,90.0,90.0,16,1475.575508958333,1.4340945179489785e-05,0,0
mp-977558,MgPaRu2,Fm-3m,225,3,91,6.54122912,6.54122912,6.54122912,90.0,90.0,90.0,16,-394.1932799999996,1.371996931302925e-07,1,0
MMD-2793,MnCoSi,F-43m,216,3,27,5.32788688,5.32788688,5.32788688,90.0,90.0,90.0,12,-205.5,0.053,1,1
mp-1217900,TaSiGe,P3_212,153,3,73,4.91063108,4.91063108,6.700639,90.0,90.0,120.0,9,-300.12276055555594,0.0001901897017768,1,0
mp-865641,Y2NiRu,Fm-3m,225,3,44,6.78230706,6.78230706,6.78230706,90.0,90.0,90.0,16,-361.1822308333332,0.0041116325561255,1,0
mp-1097012,FeCoO2,P6_3/mmc,194,3,27,2.9725898,2.9725898,11.437942,90.0,90.0,120.0,8,-1044.474660625,0.1599611870084662,1,1
mp-1075911,RbNbO3,Pm-3m,221,3,41,4.098856,4.098856,4.098856,90.0,90.0,90.0,5,-2757.07785275,5.387483169590279e-06,1,0
mp-32641,LiS,Fm-3m,225,2,16,5.023294,5.023294,5.023294,90.0,90.0,90.0,8,-755.3217082291668,0.0018167996006225,1,0
mp-1080493,Y3Au2,P4/mbm,127,2,79,8.1383466,8.1383466,3.8093645,90.0,90.0,90.0,10,-710.2366799999999,5.152505432602789e-09,1,0
mp-1101118,Ti(CrTe2)2,Cm,8,3,52,3.99607502,6.83956063,7.309251209999999,116.86316558,105.78001991,89.88417552,7,-580.4554557142854,0.0362080048042073,1,1
mp-1186479,Pm2SiPt,Fm-3m,225,3,78,7.21486782,7.21486782,7.21486782,90.0,90.0,90.0,16,-724.1299337499995,1.4804360586094826e-07,1,0
mp-1104128,K2ZnN4,P-1,2,3,30,7.000528,7.14169141,8.18570373,72.63012812,70.29943433,61.76980698,14,1382.0996070000008,0.0478055295709273,0,1
mp-663172,Ag2SeO4,P-1,2,3,47,6.002342,6.457985909999999,7.07717802,78.6342278,115.0913836,117.69226064,14,-828.2384608110114,5.927620864710706e-07,1,0
mp-861948,LiPm2Al,Fm-3m,225,3,61,7.46926705,7.46926705,7.46926705,90.0,90.0,90.0,16,-197.4622045833332,9.599000863449508e-09,1,0
mp-1185016,KCa3,Fm-3m,225,2,20,9.071948,9.071948,9.071948,90.0,90.0,90.0,16,174.95785924999998,1.2156059877023223e-06,0,0
mp-1186865,Rb3Rh,Fm-3m,225,2,45,8.544258,8.544258,8.544258,90.0,90.0,90.0,16,646.0418068749998,1.8224725838079755e-06,0,0
mp-1400762,Ca(SnN)2,P-4m2,115,3,50,3.499018,3.499018,8.821394,90.0,90.0,90.0,5,-208.2203480000004,2.896257498665716e-06,1,0
mp-10554,Ca3TlN,Pm-3m,221,3,81,4.953824,4.953824,4.953824,90.0,90.0,90.0,5,-701.8817836666664,0.0001655237121194,1,0
mp-1229087,AgBiSe2,P4/mmm,123,3,83,4.16049,4.16049,5.893354,90.0,90.0,90.0,4,-403.50939783854176,1.0881067009958549e-07,1,0
mp-754098,LiVO3,C2/m,12,3,23,12.870402,2.889854,6.06816302,90.0,104.03133135999998,90.0,20,-2317.371104916668,2.785862927139642e-07,1,0
mp-1232160,TbMgS3,C2/m,12,3,65,7.87002,11.411864,6.773727429999999,90.0,120.27669023,90.0,20,-1554.8890588750007,0.0076202021585707,1,0
mp-1246005,MnOsN2,Pna2_1,33,3,76,5.173072,5.204098,6.368455,90.0,90.0,90.0,16,73.9259217672412,4.013093712134343e-05,0,0
mp-1094531,Y2Mg,C2/m,12,2,39,12.661482,3.582326,8.06835919,90.0,105.01635822,90.0,12,-33.7611061111111,0.0046248211324916,1,0
mp-1097476,ZrScCo2,Immm,71,3,40,9.062502,12.608362,18.072996,90.0,90.0,90.0,8,2738.89670125,2.0313980343096147e-06,0,0
mp-1188933,Zn3(PO6)2,P-1,2,3,30,5.15794471,5.92916935,7.84372885,93.43755877,95.95229910000002,90.36992938,17,-1379.303739509804,0.0335478161691626,1,1
mp-981380,Tl3Zn,Fm-3m,225,2,81,7.662252,7.662252,7.662252,90.0,90.0,90.0,16,130.8503799999998,2.4867755012073783e-05,0,0
mp-1184545,HPt3,Pm-3m,221,2,78,3.817922,3.817922,3.817922,90.0,90.0,90.0,4,522.8175837500002,0.0003325322340124,0,0
mp-1183790,DyPaO3,Pm-3m,221,3,91,4.308022,4.308022,4.308022,90.0,90.0,90.0,5,-2830.4205472500003,0.0250143850466742,1,1
mp-1105945,Sm3Ni,Pnma,62,2,62,6.4568099,6.90529466,9.83495095,90.0,90.0,90.0,16,-193.6581756249999,5.5187783539695815e-08,1,0
mp-1189039,Er5In3,P6_3/mcm,193,2,68,8.93800081,8.93800081,6.48655282,90.0,90.0,120.0,16,-348.2270625000008,0.0021012783807388,1,0
mp-998358,MgAgF3,Pm-3m,221,3,47,3.988217,3.988217,3.988217,90.0,90.0,90.0,5,-2758.085768833333,3.200071609310703e-07,1,0
mp-1016429,CsMg6W,Amm2,38,3,74,9.816965,9.895272,4.19786,90.0,90.0,90.0,16,544.2100833836205,4.66175222817961e-06,0,0
mp-686744,Li6NCl3,P1,1,3,17,3.738182,3.74088082,13.4972334,90.79918579,97.46939391,119.93689316,10,-1362.204891500001,1.548070028912373e-07,1,0
mp-11249,LuAu,Pm-3m,221,2,79,3.49664842,3.49664842,3.49664842,90.0,90.0,90.0,2,-904.5239699999996,9.590206422493053e-08,1,0
mp-1039390,Ca2Mg,C2/c,15,2,20,10.65899559,6.60855628,6.92287513,90.0,119.92028217,90.0,12,10.9822083333333,1.5142293672229866e-08,0,0
mp-1093746,NaAg2Pd,Immm,71,3,47,10.965462,12.315958,17.430584,90.0,90.0,90.0,8,1403.014652528736,0.000849660397981,0,0
mp-1205709,K3TbF6,I4/mmm,139,3,65,7.176212,7.176212,9.223384,90.0,90.0,90.0,20,-3494.5911254,2.7937665447506224e-06,1,0
mp-1222322,Lu3Th,P-6m2,187,2,90,3.52713647,3.5271364699999994,11.25429338,90.0,90.0,120.0,4,31.8852700000009,0.0068550344273609,0,0
mp-1221400,Mn5Ga4Pd3,P-6m2,187,3,46,4.3423387,4.3423387,10.732938,90.0,90.0,120.0,12,-244.0333783045976,0.0948869939353129,1,1
mp-1221642,MnAl2Co,P4/mmm,123,3,27,2.85388,2.85388,6.045954,90.0,90.0,90.0,4,-436.729995732759,0.038087420000661,1,1
mp-1022538,Mg6ZrV,Amm2,38,3,40,6.217171,11.017363,5.050649,90.0,90.0,90.0,16,197.6101862499995,0.0195165395945794,0,1
mp-765500,V2OF7,Cm,8,3,23,5.97817498,5.98458529,6.00309122,115.93505122000002,117.34418743,95.7814342,10,-2790.409905625,0.0062948209133402,1,0
mp-1069004,U2OsC2,I4/mmm,139,3,92,3.43458452,3.43458452,12.7066062,90.0,90.0,90.0,10,-193.7771170000005,0.0247811237298754,1,1
MMD-271,Co6N,P1,1,2,27,6.437,5.136,4.450000000000001,90.02699999999999,96.447,78.429,14,59.1,0.114,0,1
mp-1023000,NaMg6Mn,Amm2,38,3,25,6.360472,11.032889,5.135228,90.0,90.0,90.0,16,179.1914688146554,0.0217909177573534,0,1
mp-1181506,DyVSb3,Pbcm,57,3,66,5.96559,6.25535,12.835222,90.0,90.0,90.0,20,-626.219907,0.0001225911602164,1,0
mp-1064840,BiS,C2/m,12,2,83,5.694216,5.609032,11.05036499,90.0,98.63076673,90.0,8,-267.4518590625001,7.241618000537002e-05,1,0
mp-1026819,BaLiMg14,P-6m2,187,3,56,6.67302561,6.67302561,10.45943109,90.0,90.0,120.0,16,70.6745841666667,1.1577975226638217e-07,0,0
mp-1206478,Eu(MgP)2,P-3m1,164,3,63,4.27058801,4.27058801,7.08472371,90.0,90.0,120.0,5,-976.9764573333332,0.0625557678979645,1,1
mp-862669,BeFe2Si,Fm-3m,225,3,26,5.3455943,5.3455943,5.3455943,90.0,90.0,90.0,16,-379.2096412500001,0.0314588512460194,1,1
mp-1206125,Sm(PPd)2,I4/mmm,139,3,62,4.12491448,4.12491448,9.88874986,90.0,90.0,90.0,10,-957.8654943333332,4.754651583357841e-09,1,0
mp-755768,V3(O2F)2,P1,1,3,23,4.694135,5.633773270000001,7.664501209999999,85.59539664,87.18235252,87.1678495,18,-2701.7727855555568,0.0495938156254375,1,1
mp-1096032,Zr2ReRh,Immm,71,3,75,9.24535,11.232164,15.785408,90.0,90.0,90.0,8,3347.012856249999,2.604206460450415e-05,0,0
mp-1096134,BeGePt2,Immm,71,3,78,8.939674,12.37588,17.484754,90.0,90.0,90.0,8,1703.1458500000003,3.1941911149392727e-06,0,0
mp-1187880,YTm3,P6_3/mmc,194,2,69,7.19084279,7.1908427900000005,5.53092451,90.0,90.0,120.0,8,8.0265895833342,5.599975569319861e-07,0,0
mp-1185388,LiPmO3,Pm-3m,221,3,61,3.746129,3.746129,3.746129,90.0,90.0,90.0,5,-2299.0968374166678,0.0379775893254366,1,1
mp-1221621,MnAlIr,F-43m,216,3,77,5.913954,5.913954,5.913954,90.0,90.0,90.0,12,-209.0276893103452,0.0770420120868177,1,1
mp-865091,HfMnRh2,Fm-3m,225,3,72,6.29710127,6.29710127,6.29710127,90.0,90.0,90.0,16,-657.2043344827581,0.0786821063917547,1,1
NOVA-1210,Fe6Ta1,C2/m,12,2,73,8.74779,4.0831,4.82436,90.0,95.54961,90.0,14,-56.909,0.147,1,1
mp-1100951,V(FeSe2)2,P1,1,3,34,7.68552678,8.17284182,10.43708999,80.92660414,74.34397937,70.42134632,7,-78.8007513392849,0.0151725714543749,1,1
mp-754167,Mn5OF11,P1,1,3,25,5.26325424,5.709925890000001,9.35263038,70.98516887999999,75.8527279,63.95595136,17,-2715.352345641481,0.0928181286840345,1,1
mp-1028297,Mg14VCr,P-6m2,187,3,24,6.2959449,6.2959449,10.12021497,90.0,90.0,120.0,16,150.46242125000032,0.0204388669548491,0,1
mp-1187053,Sm3Eu,Pm-3m,221,2,63,5.128426,5.128426,5.128426,90.0,90.0,90.0,4,67.2657362499995,0.0560276847785095,0,1
mp-764715,V2OF5,P1,1,3,23,4.63215452,4.99669425,8.43586296,90.09344613,90.93702862,90.2725298,16,-3003.76056703125,5.122338778753978e-10,1,0
NOVA-936,Fe9Rh6,R-3m,166,2,45,4.19329,4.19329,12.94747,90.0,90.0,120.0,15,-7.2923,0.16,1,1
mp-1207792,VO3,Imma,74,2,23,3.95923,5.629974,8.64054,90.0,90.0,90.0,16,-1692.9623928125004,0.0207340496183282,1,1
mp-1021277,LiMg6Sb,Amm2,38,3,51,6.429496,11.03566,5.081773,90.0,90.0,90.0,16,-123.0134954166666,8.858455444260589e-06,1,0
mp-1208297,Th2SbSe2,P4/mmm,123,3,90,3.319868,3.319868,16.619543,90.0,90.0,90.0,5,38.1287910624998,4.59915736324495e-05,0,0
mp-865281,Tm2AgPt,Fm-3m,225,3,78,6.95376294,6.95376294,6.95376294,90.0,90.0,90.0,16,-829.5657624999997,2.795556089371997e-07,1,0
mp-1100768,TbCdHg2,Fm-3m,225,3,80,7.15645206,7.15645206,7.15645206,90.0,90.0,90.0,16,-377.0129799999999,1.0913566328763466e-09,1,0
mp-1219346,ScAlCu2,P4/mmm,123,3,29,3.157515,3.157515,6.126361,90.0,90.0,90.0,4,-243.9458987499989,6.738790221678976e-06,1,0
mp-977542,LiTbTl2,Fm-3m,225,3,81,7.2940657,7.2940657,7.2940657,90.0,90.0,90.0,16,-324.0662099999998,2.37071209204278e-08,1,0
mp-1179404,SmAgAs2,Pnma,62,3,62,3.98828124,3.9883592,20.98078394,90.0,90.0,90.0,16,-769.7538604166665,8.98916874920688e-10,1,0
mp-2225368,Mg(TiS2)2,P-3m1,164,3,22,3.42804675,3.4280467500000005,12.807303,90.0,90.0,120.0,7,-1539.396744166667,0.0113019333349577,1,1
mp-1223830,Hf2BIr6,P4/mmm,123,3,77,4.06871502,4.06871502,7.95180805,90.0,90.0,90.0,9,-786.3277143518511,7.596605396041932e-10,1,0
mp-1186511,Pm3Cu,I4/mmm,139,2,61,4.677568,4.677568,10.108334,90.0,90.0,90.0,8,153.9234993750007,1.0366839386734527e-05,0,0
mp-972370,Yb2InHg,Fm-3m,225,3,80,7.45161218,7.45161218,7.45161218,90.0,90.0,90.0,16,-562.2260637499999,7.54056455482732e-08,1,0
mp-21441,CeSiIr,P2_13,198,3,77,6.34699035,6.34699035,6.34699035,90.0,90.0,90.0,12,-915.69734,0.015500736624918,1,1
